Alter_beim_Tod,Zuckerkonsum,Alkoholkonsum,BMI,Sozialstatus,Sport,Raucher,Geschlecht
62,niedrig,moderat,24.4,Mittelschicht,viel,nein,divers
85,mittel,moderat,16.2,obere Mittelschicht,moderat,nein,w
90,mittel,moderat,29.5,Mittelschicht,viel,ja,m
70,mittel,keiner,27.2,untere Mittelschicht,moderat,ja,m
75,niedrig,moderat,29.9,Mittelschicht,moderat,nein,w
84,niedrig,mittel,19.4,reich,moderat,nein,divers
80,niedrig,moderat,24.2,arm,keiner,ja,m
75,niedrig,mittel,22.1,obere Mittelschicht,moderat,nein,w
92,mittel,moderat,29.2,obere Mittelschicht,moderat,ja,w
67,mittel,mittel,19.7,Mittelschicht,viel,nein,divers
71,niedrig,mittel,26.7,untere Mittelschicht,moderat,ja,w
77,niedrig,mittel,30.0,untere Mittelschicht,moderat,nein,m
82,mittel,moderat,28.9,obere Mittelschicht,moderat,nein,divers
78,mittel,keiner,19.4,Mittelschicht,viel,nein,m
73,niedrig,mittel,29.2,obere Mittelschicht,viel,ja,w
74,hoch,hoch,27.0,Mittelschicht,moderat,nein,divers
71,hoch,moderat,20.9,obere Mittelschicht,moderat,nein,w
73,niedrig,moderat,26.2,Mittelschicht,moderat,nein,w
68,hoch,moderat,24.1,Mittelschicht,viel,nein,w
65,hoch,moderat,29.5,untere Mittelschicht,viel,nein,m
72,mittel,moderat,30.8,Mittelschicht,keiner,ja,m
90,hoch,moderat,24.7,Mittelschicht,moderat,nein,w
64,mittel,mittel,16.7,reich,keiner,nein,divers
60,mittel,mittel,19.5,Mittelschicht,moderat,ja,divers
88,niedrig,mittel,25.5,untere Mittelschicht,keiner,ja,w
78,mittel,moderat,16.1,Mittelschicht,moderat,nein,m
63,mittel,moderat,28.5,Mittelschicht,keiner,nein,divers
77,niedrig,mittel,24.4,Mittelschicht,moderat,nein,m
80,mittel,moderat,31.5,obere Mittelschicht,moderat,nein,divers
72,mittel,keiner,25.3,reich,viel,nein,m
76,hoch,keiner,34.6,obere Mittelschicht,viel,ja,m
54,niedrig,moderat,27.7,untere Mittelschicht,viel,nein,w
73,mittel,moderat,27.3,Mittelschicht,viel,nein,m
68,mittel,moderat,24.8,untere Mittelschicht,viel,nein,divers
82,hoch,mittel,37.5,arm,keiner,ja,m
83,mittel,mittel,21.6,untere Mittelschicht,viel,nein,w
70,niedrig,mittel,23.2,obere Mittelschicht,moderat,nein,w
57,niedrig,keiner,23.7,Mittelschicht,viel,nein,m
82,hoch,mittel,19.9,obere Mittelschicht,viel,nein,divers
85,mittel,moderat,27.0,Mittelschicht,keiner,ja,w
67,niedrig,moderat,24.4,arm,moderat,nein,w
90,mittel,mittel,27.9,reich,viel,ja,m
75,mittel,moderat,24.0,untere Mittelschicht,keiner,nein,divers
75,mittel,moderat,23.0,Mittelschicht,keiner,nein,w
53,niedrig,moderat,33.2,Mittelschicht,keiner,ja,w
76,mittel,hoch,26.6,Mittelschicht,viel,nein,w
74,mittel,moderat,22.1,arm,moderat,ja,w
73,mittel,moderat,18.6,arm,moderat,ja,m
97,hoch,hoch,20.1,Mittelschicht,viel,nein,m
64,hoch,mittel,23.2,Mittelschicht,keiner,nein,divers
87,hoch,moderat,25.1,untere Mittelschicht,viel,nein,divers
62,hoch,keiner,30.0,obere Mittelschicht,viel,nein,divers
82,niedrig,moderat,27.2,untere Mittelschicht,viel,nein,m
82,mittel,mittel,34.6,arm,moderat,nein,m
96,niedrig,hoch,22.3,Mittelschicht,keiner,nein,w
91,hoch,moderat,26.5,untere Mittelschicht,keiner,nein,m
79,niedrig,keiner,18.2,Mittelschicht,moderat,nein,divers
73,hoch,moderat,21.7,obere Mittelschicht,keiner,nein,divers
83,mittel,hoch,29.3,arm,moderat,ja,divers
54,mittel,keiner,24.9,Mittelschicht,keiner,ja,divers
86,mittel,mittel,24.3,untere Mittelschicht,keiner,nein,w
82,hoch,moderat,26.4,untere Mittelschicht,viel,ja,w
78,niedrig,mittel,23.9,arm,keiner,nein,divers
62,niedrig,keiner,20.5,untere Mittelschicht,moderat,ja,divers
82,niedrig,mittel,25.1,untere Mittelschicht,moderat,ja,m
73,mittel,keiner,23.3,untere Mittelschicht,viel,nein,divers
71,niedrig,keiner,29.2,Mittelschicht,moderat,nein,w
71,niedrig,mittel,19.6,obere Mittelschicht,viel,nein,w
82,mittel,moderat,24.2,untere Mittelschicht,moderat,nein,m
75,niedrig,moderat,31.4,obere Mittelschicht,viel,nein,w
74,mittel,moderat,26.2,arm,keiner,nein,m
63,mittel,mittel,24.1,obere Mittelschicht,moderat,ja,m
81,hoch,keiner,18.8,untere Mittelschicht,moderat,ja,divers
77,niedrig,moderat,25.4,Mittelschicht,moderat,ja,w
75,hoch,hoch,29.1,untere Mittelschicht,moderat,nein,m
78,niedrig,moderat,30.9,Mittelschicht,moderat,nein,divers
65,mittel,keiner,25.5,untere Mittelschicht,moderat,ja,m
75,niedrig,mittel,20.7,obere Mittelschicht,viel,ja,divers
84,hoch,keiner,34.3,obere Mittelschicht,moderat,ja,divers
74,hoch,mittel,27.0,Mittelschicht,viel,nein,divers
75,mittel,moderat,22.1,untere Mittelschicht,keiner,nein,divers
56,mittel,moderat,22.2,Mittelschicht,keiner,nein,divers
61,mittel,moderat,31.8,obere Mittelschicht,moderat,nein,divers
73,hoch,mittel,23.6,Mittelschicht,keiner,nein,m
83,hoch,moderat,20.5,obere Mittelschicht,moderat,nein,divers
67,mittel,moderat,25.3,reich,keiner,ja,divers
85,hoch,moderat,27.0,obere Mittelschicht,moderat,nein,divers
77,niedrig,mittel,25.3,reich,moderat,ja,divers
79,niedrig,moderat,25.8,arm,keiner,nein,m
64,hoch,mittel,25.2,obere Mittelschicht,viel,ja,m
64,mittel,keiner,25.3,untere Mittelschicht,moderat,nein,m
70,niedrig,mittel,35.2,Mittelschicht,moderat,nein,m
74,hoch,moderat,19.4,reich,viel,nein,m
73,niedrig,moderat,27.1,reich,moderat,nein,w
91,hoch,mittel,22.6,Mittelschicht,keiner,nein,divers
59,mittel,mittel,28.3,untere Mittelschicht,viel,ja,m
61,mittel,keiner,23.3,untere Mittelschicht,keiner,nein,divers
72,mittel,mittel,24.7,arm,viel,nein,w
81,mittel,mittel,22.3,untere Mittelschicht,moderat,ja,m
72,hoch,keiner,24.9,Mittelschicht,keiner,ja,m
76,mittel,mittel,25.4,untere Mittelschicht,viel,ja,m
79,mittel,moderat,28.4,Mittelschicht,keiner,nein,divers
78,mittel,mittel,26.8,reich,viel,nein,divers
59,hoch,mittel,25.2,untere Mittelschicht,viel,nein,divers
79,niedrig,moderat,27.9,untere Mittelschicht,viel,nein,w
68,niedrig,moderat,22.4,obere Mittelschicht,viel,ja,w
69,niedrig,mittel,27.1,Mittelschicht,keiner,nein,divers
85,niedrig,keiner,23.4,obere Mittelschicht,moderat,nein,divers
84,mittel,hoch,25.5,Mittelschicht,viel,ja,divers
73,niedrig,mittel,24.2,obere Mittelschicht,moderat,ja,divers
82,mittel,keiner,26.3,Mittelschicht,keiner,nein,m
97,niedrig,moderat,21.6,untere Mittelschicht,keiner,nein,m
80,niedrig,mittel,22.9,Mittelschicht,keiner,ja,w
66,niedrig,mittel,25.0,Mittelschicht,viel,nein,m
76,mittel,hoch,36.7,Mittelschicht,keiner,ja,m
73,mittel,mittel,20.5,obere Mittelschicht,viel,ja,m
77,mittel,mittel,16.7,Mittelschicht,keiner,ja,m
74,mittel,mittel,25.1,Mittelschicht,keiner,nein,divers
82,niedrig,keiner,28.9,Mittelschicht,moderat,ja,divers
69,mittel,mittel,24.4,untere Mittelschicht,keiner,nein,divers
67,mittel,moderat,20.5,untere Mittelschicht,moderat,nein,m
78,niedrig,mittel,19.9,Mittelschicht,viel,nein,w
70,niedrig,moderat,21.0,arm,moderat,ja,w
80,hoch,moderat,32.2,Mittelschicht,keiner,nein,w
61,mittel,moderat,17.6,Mittelschicht,moderat,ja,w
73,mittel,hoch,25.1,Mittelschicht,keiner,nein,m
77,mittel,moderat,23.2,arm,viel,nein,m
72,mittel,moderat,26.5,Mittelschicht,moderat,nein,w
85,mittel,keiner,17.2,Mittelschicht,moderat,nein,divers
71,niedrig,keiner,25.9,untere Mittelschicht,keiner,ja,w
65,niedrig,moderat,31.9,obere Mittelschicht,viel,nein,w
68,mittel,moderat,24.8,obere Mittelschicht,keiner,nein,w
80,hoch,moderat,22.6,untere Mittelschicht,viel,ja,divers
56,niedrig,moderat,23.3,untere Mittelschicht,keiner,nein,divers
85,mittel,mittel,23.7,Mittelschicht,moderat,nein,w
66,mittel,keiner,28.7,untere Mittelschicht,moderat,nein,w
71,mittel,mittel,23.0,Mittelschicht,keiner,nein,w
76,niedrig,mittel,28.1,obere Mittelschicht,moderat,nein,w
98,niedrig,hoch,28.3,Mittelschicht,moderat,nein,m
86,mittel,moderat,23.0,Mittelschicht,moderat,nein,w
64,niedrig,mittel,25.2,obere Mittelschicht,moderat,nein,w
76,mittel,moderat,20.7,untere Mittelschicht,moderat,nein,divers
73,hoch,keiner,26.6,untere Mittelschicht,keiner,ja,divers
78,mittel,keiner,27.0,reich,moderat,nein,w
77,mittel,mittel,23.0,Mittelschicht,moderat,ja,divers
69,niedrig,mittel,20.2,untere Mittelschicht,viel,ja,w
92,niedrig,moderat,25.1,Mittelschicht,viel,ja,divers
72,niedrig,keiner,21.3,untere Mittelschicht,keiner,nein,divers
100,mittel,mittel,20.7,untere Mittelschicht,keiner,nein,m
70,mittel,mittel,26.7,untere Mittelschicht,moderat,nein,w
81,hoch,keiner,28.8,Mittelschicht,keiner,ja,m
93,hoch,mittel,27.0,Mittelschicht,viel,nein,w
64,niedrig,hoch,24.0,obere Mittelschicht,viel,nein,divers
78,hoch,keiner,33.3,untere Mittelschicht,viel,nein,m
61,mittel,moderat,29.8,Mittelschicht,moderat,nein,divers
76,hoch,moderat,28.4,Mittelschicht,moderat,nein,w
73,mittel,mittel,21.6,Mittelschicht,viel,nein,m
82,hoch,mittel,27.6,Mittelschicht,moderat,nein,m
84,niedrig,mittel,24.9,obere Mittelschicht,viel,nein,divers
69,niedrig,moderat,18.8,untere Mittelschicht,moderat,nein,m
83,mittel,mittel,26.7,Mittelschicht,keiner,nein,m
65,mittel,moderat,22.8,arm,moderat,nein,w
70,niedrig,moderat,19.1,arm,viel,nein,m
66,mittel,moderat,20.5,obere Mittelschicht,viel,nein,w
70,niedrig,hoch,22.0,Mittelschicht,viel,nein,divers
58,mittel,keiner,33.1,untere Mittelschicht,viel,ja,m
87,hoch,mittel,21.9,arm,viel,nein,w
77,hoch,keiner,26.7,obere Mittelschicht,keiner,ja,w
86,niedrig,hoch,21.7,untere Mittelschicht,viel,nein,w
85,hoch,moderat,22.8,obere Mittelschicht,moderat,ja,divers
61,niedrig,mittel,27.9,Mittelschicht,viel,nein,m
87,mittel,hoch,35.4,obere Mittelschicht,moderat,nein,m
63,niedrig,mittel,27.8,arm,moderat,nein,m
70,mittel,moderat,28.1,obere Mittelschicht,viel,nein,divers
60,niedrig,keiner,19.9,untere Mittelschicht,moderat,nein,m
67,niedrig,moderat,25.3,Mittelschicht,keiner,nein,divers
68,mittel,moderat,27.6,obere Mittelschicht,viel,ja,m
85,hoch,mittel,27.4,Mittelschicht,moderat,nein,w
91,mittel,mittel,26.7,Mittelschicht,moderat,nein,divers
62,hoch,mittel,30.5,Mittelschicht,viel,nein,divers
68,mittel,mittel,28.6,obere Mittelschicht,viel,ja,divers
90,niedrig,moderat,26.8,Mittelschicht,moderat,nein,m
60,niedrig,moderat,21.3,untere Mittelschicht,viel,nein,divers
88,mittel,hoch,24.3,untere Mittelschicht,keiner,ja,m
75,hoch,mittel,28.0,untere Mittelschicht,viel,nein,w
81,mittel,moderat,26.1,reich,moderat,nein,divers
72,mittel,moderat,23.7,untere Mittelschicht,viel,nein,m
83,mittel,keiner,27.2,untere Mittelschicht,moderat,nein,m
72,mittel,moderat,29.3,Mittelschicht,moderat,nein,m
73,hoch,moderat,21.6,Mittelschicht,moderat,ja,w
67,hoch,mittel,21.1,reich,viel,ja,m
72,hoch,moderat,29.9,Mittelschicht,keiner,nein,m
66,mittel,mittel,25.8,Mittelschicht,keiner,nein,m
68,mittel,moderat,24.0,Mittelschicht,moderat,ja,m
59,niedrig,moderat,24.1,Mittelschicht,moderat,nein,m
73,mittel,mittel,27.2,Mittelschicht,moderat,nein,m
77,niedrig,keiner,20.2,untere Mittelschicht,moderat,ja,w
85,hoch,moderat,25.8,obere Mittelschicht,viel,nein,m
76,mittel,moderat,25.0,arm,viel,nein,w
69,hoch,moderat,25.9,reich,keiner,nein,w
79,mittel,keiner,18.0,Mittelschicht,viel,nein,m
69,niedrig,keiner,24.0,Mittelschicht,moderat,ja,w
77,mittel,keiner,29.8,obere Mittelschicht,keiner,nein,m
67,hoch,moderat,23.0,obere Mittelschicht,viel,nein,divers
69,niedrig,mittel,21.8,untere Mittelschicht,moderat,ja,w
71,mittel,moderat,28.1,Mittelschicht,keiner,nein,m
64,mittel,mittel,26.7,Mittelschicht,keiner,ja,m
57,mittel,keiner,22.8,obere Mittelschicht,viel,nein,w
71,hoch,hoch,31.7,Mittelschicht,viel,ja,w
72,niedrig,hoch,16.2,Mittelschicht,moderat,nein,m
55,niedrig,moderat,25.1,reich,viel,nein,divers
81,hoch,moderat,26.5,reich,moderat,nein,m
76,mittel,moderat,29.6,reich,viel,nein,m
69,mittel,keiner,28.6,untere Mittelschicht,viel,ja,divers
58,hoch,moderat,21.4,Mittelschicht,moderat,nein,w
56,niedrig,moderat,23.9,arm,moderat,ja,w
74,mittel,mittel,25.5,untere Mittelschicht,moderat,ja,w
75,niedrig,keiner,21.3,obere Mittelschicht,moderat,ja,m
73,niedrig,moderat,19.0,untere Mittelschicht,keiner,nein,m
88,hoch,hoch,23.8,obere Mittelschicht,moderat,nein,m
70,niedrig,mittel,31.4,Mittelschicht,viel,nein,divers
62,mittel,keiner,20.5,Mittelschicht,moderat,nein,w
64,niedrig,moderat,24.7,obere Mittelschicht,moderat,nein,divers
79,mittel,mittel,28.0,obere Mittelschicht,moderat,nein,m
100,hoch,mittel,16.0,untere Mittelschicht,moderat,nein,m
81,mittel,moderat,22.8,Mittelschicht,viel,nein,divers
69,mittel,mittel,22.5,Mittelschicht,moderat,nein,w
65,mittel,keiner,31.7,obere Mittelschicht,moderat,nein,divers
83,mittel,keiner,25.1,obere Mittelschicht,moderat,ja,divers
88,niedrig,mittel,18.9,untere Mittelschicht,moderat,nein,divers
61,niedrig,hoch,16.3,Mittelschicht,moderat,ja,w
68,mittel,moderat,25.6,untere Mittelschicht,moderat,nein,divers
76,niedrig,mittel,25.6,reich,keiner,nein,w
60,mittel,hoch,28.2,obere Mittelschicht,viel,nein,divers
77,mittel,moderat,27.9,Mittelschicht,moderat,ja,divers
56,hoch,hoch,26.2,untere Mittelschicht,viel,nein,m
63,hoch,mittel,23.4,untere Mittelschicht,viel,nein,divers
80,mittel,mittel,25.4,Mittelschicht,moderat,ja,divers
66,mittel,mittel,25.0,Mittelschicht,moderat,nein,w
59,mittel,mittel,29.6,Mittelschicht,viel,nein,m
72,mittel,moderat,29.5,Mittelschicht,keiner,nein,w
69,mittel,moderat,22.9,Mittelschicht,viel,ja,divers
67,mittel,moderat,28.5,arm,moderat,nein,divers
67,hoch,moderat,27.6,Mittelschicht,moderat,ja,divers
71,mittel,moderat,17.1,Mittelschicht,viel,nein,m
69,mittel,moderat,20.3,Mittelschicht,viel,nein,divers
75,mittel,moderat,20.2,Mittelschicht,keiner,nein,m
84,mittel,mittel,24.6,obere Mittelschicht,moderat,nein,w
73,mittel,mittel,27.6,Mittelschicht,moderat,ja,m
84,niedrig,mittel,24.9,untere Mittelschicht,viel,nein,w
67,niedrig,hoch,17.9,Mittelschicht,moderat,ja,w
68,hoch,mittel,22.5,untere Mittelschicht,moderat,nein,divers
76,mittel,moderat,23.6,untere Mittelschicht,moderat,nein,m
81,mittel,hoch,22.5,Mittelschicht,keiner,nein,w
74,niedrig,mittel,29.7,Mittelschicht,moderat,nein,w
78,niedrig,hoch,24.8,Mittelschicht,viel,ja,divers
68,niedrig,mittel,22.5,Mittelschicht,moderat,nein,m
66,niedrig,hoch,22.8,Mittelschicht,moderat,nein,w
82,niedrig,mittel,24.1,Mittelschicht,viel,nein,divers
61,mittel,mittel,32.1,obere Mittelschicht,viel,ja,w
78,niedrig,keiner,19.4,Mittelschicht,keiner,nein,divers
70,hoch,keiner,25.4,obere Mittelschicht,viel,nein,m
92,niedrig,moderat,20.6,obere Mittelschicht,moderat,ja,m
84,niedrig,moderat,30.6,Mittelschicht,keiner,ja,m
68,mittel,moderat,23.9,untere Mittelschicht,viel,nein,m
64,hoch,moderat,24.2,obere Mittelschicht,moderat,ja,w
74,mittel,moderat,27.6,arm,moderat,nein,m
85,mittel,mittel,22.0,untere Mittelschicht,viel,nein,m
55,mittel,keiner,24.9,Mittelschicht,moderat,nein,divers
77,mittel,moderat,26.0,arm,viel,ja,w
71,niedrig,moderat,25.5,untere Mittelschicht,moderat,nein,w
90,mittel,mittel,26.5,reich,moderat,nein,w
71,mittel,hoch,23.0,obere Mittelschicht,moderat,nein,w
73,mittel,moderat,31.5,obere Mittelschicht,keiner,nein,divers
73,mittel,mittel,24.9,Mittelschicht,moderat,nein,divers
70,mittel,moderat,29.4,obere Mittelschicht,viel,nein,w
94,niedrig,keiner,26.8,reich,viel,nein,divers
75,mittel,moderat,25.1,untere Mittelschicht,viel,nein,m
51,niedrig,moderat,28.0,Mittelschicht,moderat,nein,m
76,hoch,keiner,26.7,obere Mittelschicht,viel,nein,w
67,hoch,keiner,23.5,arm,moderat,ja,m
70,mittel,moderat,29.1,obere Mittelschicht,moderat,ja,w
71,hoch,moderat,33.3,Mittelschicht,moderat,nein,w
79,niedrig,hoch,19.9,Mittelschicht,viel,nein,divers
73,mittel,mittel,22.4,untere Mittelschicht,moderat,nein,m
53,mittel,moderat,31.4,obere Mittelschicht,keiner,nein,m
82,hoch,keiner,27.1,untere Mittelschicht,viel,nein,m
76,mittel,keiner,19.5,arm,moderat,ja,divers
70,niedrig,moderat,28.4,arm,moderat,ja,m
64,mittel,moderat,14.9,Mittelschicht,moderat,nein,w
72,niedrig,keiner,24.4,Mittelschicht,moderat,ja,w
76,niedrig,keiner,27.9,Mittelschicht,moderat,ja,w
81,mittel,moderat,26.0,untere Mittelschicht,keiner,nein,m
86,mittel,mittel,18.9,Mittelschicht,viel,nein,w
80,mittel,mittel,27.5,untere Mittelschicht,keiner,ja,m
62,mittel,hoch,19.0,Mittelschicht,keiner,nein,m
67,niedrig,mittel,22.4,obere Mittelschicht,viel,nein,m
82,hoch,hoch,22.5,Mittelschicht,keiner,nein,divers
66,hoch,moderat,22.6,Mittelschicht,keiner,ja,w
86,mittel,mittel,25.1,Mittelschicht,moderat,ja,divers
73,niedrig,mittel,24.6,Mittelschicht,moderat,nein,divers
87,hoch,moderat,22.0,Mittelschicht,viel,ja,m
88,mittel,mittel,25.8,obere Mittelschicht,viel,ja,w
73,niedrig,hoch,35.0,Mittelschicht,moderat,ja,w
64,mittel,mittel,23.6,untere Mittelschicht,moderat,nein,divers
62,mittel,keiner,28.8,untere Mittelschicht,keiner,ja,m
91,mittel,moderat,31.7,obere Mittelschicht,viel,nein,m
87,mittel,mittel,24.2,Mittelschicht,moderat,nein,divers
71,niedrig,keiner,18.3,obere Mittelschicht,viel,ja,w
95,mittel,mittel,26.9,obere Mittelschicht,moderat,ja,m
70,niedrig,moderat,30.3,Mittelschicht,viel,nein,divers
65,mittel,mittel,26.6,Mittelschicht,moderat,nein,divers
73,mittel,moderat,27.6,Mittelschicht,keiner,nein,w
74,hoch,mittel,19.2,reich,viel,nein,m
75,niedrig,moderat,29.2,Mittelschicht,viel,nein,divers
74,hoch,moderat,28.1,untere Mittelschicht,keiner,nein,m
64,hoch,mittel,24.9,Mittelschicht,viel,ja,m
68,mittel,keiner,28.0,reich,viel,nein,divers
75,niedrig,moderat,27.8,Mittelschicht,moderat,nein,m
85,niedrig,mittel,27.8,reich,moderat,nein,m
77,niedrig,moderat,21.0,arm,viel,ja,m
74,mittel,mittel,22.9,untere Mittelschicht,keiner,nein,divers
71,hoch,moderat,23.5,obere Mittelschicht,keiner,ja,divers
65,mittel,keiner,17.2,Mittelschicht,keiner,nein,m
68,niedrig,mittel,25.8,Mittelschicht,viel,nein,divers
61,mittel,hoch,25.1,untere Mittelschicht,moderat,nein,m
94,niedrig,keiner,29.1,Mittelschicht,moderat,ja,m
91,mittel,mittel,26.6,obere Mittelschicht,viel,ja,w
86,niedrig,keiner,22.1,arm,moderat,nein,divers
68,niedrig,moderat,14.0,arm,moderat,nein,m
86,mittel,moderat,31.2,arm,viel,ja,w
69,hoch,moderat,24.0,Mittelschicht,viel,nein,divers
67,mittel,mittel,26.5,untere Mittelschicht,moderat,nein,m
86,mittel,moderat,18.0,obere Mittelschicht,viel,ja,w
79,niedrig,moderat,23.9,Mittelschicht,moderat,nein,w
76,mittel,mittel,26.8,untere Mittelschicht,viel,ja,m
73,hoch,mittel,24.6,arm,viel,nein,w
72,niedrig,mittel,28.9,Mittelschicht,moderat,ja,m
79,mittel,keiner,25.9,obere Mittelschicht,viel,nein,divers
62,niedrig,moderat,23.5,untere Mittelschicht,moderat,nein,m
83,mittel,moderat,25.2,obere Mittelschicht,viel,nein,divers
81,niedrig,mittel,32.1,obere Mittelschicht,keiner,ja,m
85,mittel,hoch,25.4,Mittelschicht,moderat,nein,divers
69,mittel,moderat,14.8,obere Mittelschicht,moderat,nein,divers
73,mittel,hoch,23.7,Mittelschicht,moderat,ja,m
78,niedrig,mittel,24.4,untere Mittelschicht,viel,nein,m
71,niedrig,moderat,17.9,obere Mittelschicht,viel,nein,m
65,niedrig,mittel,26.9,obere Mittelschicht,moderat,ja,w
92,mittel,mittel,24.6,arm,keiner,nein,divers
78,niedrig,keiner,28.8,obere Mittelschicht,moderat,ja,divers
66,niedrig,mittel,26.5,reich,viel,nein,m
67,mittel,moderat,28.5,untere Mittelschicht,keiner,nein,w
76,niedrig,keiner,26.2,obere Mittelschicht,moderat,nein,w
67,mittel,keiner,27.8,Mittelschicht,keiner,ja,m
95,mittel,keiner,21.0,Mittelschicht,moderat,nein,w
71,mittel,moderat,25.9,Mittelschicht,moderat,nein,w
82,niedrig,mittel,22.8,obere Mittelschicht,moderat,nein,w
46,hoch,mittel,30.4,obere Mittelschicht,moderat,ja,w
82,mittel,moderat,18.0,obere Mittelschicht,moderat,nein,m
68,niedrig,moderat,31.3,Mittelschicht,keiner,nein,divers
89,mittel,mittel,28.8,obere Mittelschicht,keiner,nein,divers
73,mittel,hoch,25.3,arm,viel,ja,m
73,mittel,hoch,29.5,arm,viel,nein,divers
66,mittel,moderat,21.8,arm,moderat,nein,m
85,mittel,keiner,24.8,untere Mittelschicht,moderat,ja,divers
88,niedrig,mittel,22.3,obere Mittelschicht,viel,nein,divers
74,mittel,moderat,21.3,untere Mittelschicht,keiner,nein,w
75,mittel,mittel,19.1,Mittelschicht,moderat,ja,w
70,hoch,hoch,19.3,untere Mittelschicht,moderat,nein,w
81,mittel,moderat,27.9,untere Mittelschicht,keiner,nein,m
57,niedrig,mittel,30.3,Mittelschicht,moderat,ja,divers
99,hoch,hoch,25.2,Mittelschicht,keiner,nein,w
68,niedrig,moderat,36.3,reich,moderat,ja,w
61,niedrig,moderat,25.1,reich,viel,ja,w
76,niedrig,keiner,30.4,Mittelschicht,keiner,nein,divers
78,niedrig,mittel,23.0,reich,moderat,nein,m
65,niedrig,mittel,23.6,obere Mittelschicht,moderat,nein,divers
64,mittel,keiner,25.2,untere Mittelschicht,viel,nein,divers
69,hoch,moderat,19.0,Mittelschicht,moderat,nein,m
87,hoch,mittel,23.0,reich,viel,nein,w
62,mittel,keiner,24.3,untere Mittelschicht,viel,nein,divers
75,mittel,hoch,18.0,Mittelschicht,moderat,nein,w
78,hoch,moderat,20.8,arm,keiner,nein,w
92,mittel,moderat,27.1,arm,viel,nein,w
71,mittel,moderat,22.0,Mittelschicht,viel,nein,m
73,mittel,moderat,27.5,obere Mittelschicht,moderat,ja,divers
74,mittel,hoch,24.1,untere Mittelschicht,viel,nein,divers
75,hoch,moderat,22.6,Mittelschicht,moderat,nein,m
71,mittel,moderat,16.7,obere Mittelschicht,viel,nein,w
84,mittel,moderat,26.2,Mittelschicht,moderat,nein,divers
67,hoch,mittel,32.6,Mittelschicht,moderat,nein,m
75,mittel,moderat,20.9,obere Mittelschicht,viel,nein,w
83,niedrig,mittel,26.6,obere Mittelschicht,viel,nein,w
78,hoch,moderat,23.3,Mittelschicht,viel,nein,w
79,niedrig,moderat,24.0,Mittelschicht,keiner,ja,divers
80,mittel,moderat,17.4,untere Mittelschicht,viel,nein,m
70,hoch,moderat,31.9,Mittelschicht,keiner,nein,divers
67,hoch,mittel,22.6,untere Mittelschicht,moderat,nein,m
70,mittel,mittel,20.1,untere Mittelschicht,moderat,nein,divers
52,mittel,moderat,24.1,Mittelschicht,moderat,ja,w
76,niedrig,hoch,24.8,untere Mittelschicht,viel,nein,m
73,mittel,mittel,25.2,Mittelschicht,viel,nein,m
85,mittel,keiner,24.2,untere Mittelschicht,viel,nein,w
69,niedrig,moderat,23.9,reich,moderat,nein,w
80,mittel,mittel,30.6,arm,keiner,nein,w
68,mittel,moderat,25.4,untere Mittelschicht,moderat,nein,divers
78,niedrig,keiner,21.0,untere Mittelschicht,keiner,nein,w
75,hoch,moderat,19.1,obere Mittelschicht,viel,nein,m
57,mittel,keiner,26.5,untere Mittelschicht,moderat,nein,divers
71,niedrig,moderat,25.8,reich,keiner,nein,divers
74,niedrig,moderat,21.1,Mittelschicht,moderat,nein,m
74,mittel,mittel,20.1,Mittelschicht,viel,nein,w
88,mittel,mittel,19.6,Mittelschicht,viel,ja,divers
73,mittel,mittel,20.8,Mittelschicht,viel,nein,w
80,mittel,mittel,23.7,Mittelschicht,moderat,nein,divers
69,niedrig,keiner,28.4,untere Mittelschicht,moderat,ja,divers
75,mittel,hoch,27.1,untere Mittelschicht,viel,nein,m
65,mittel,keiner,19.4,arm,moderat,ja,divers
76,mittel,mittel,23.7,obere Mittelschicht,moderat,nein,w
81,hoch,mittel,24.7,untere Mittelschicht,moderat,nein,divers
77,niedrig,moderat,18.5,arm,moderat,nein,w
93,hoch,moderat,24.3,reich,moderat,ja,w
81,hoch,mittel,21.7,untere Mittelschicht,viel,nein,divers
78,mittel,moderat,19.8,arm,viel,ja,m
79,hoch,hoch,23.6,Mittelschicht,viel,nein,w
75,mittel,mittel,27.8,Mittelschicht,viel,nein,w
62,hoch,keiner,22.3,Mittelschicht,moderat,nein,m
79,hoch,moderat,33.4,obere Mittelschicht,viel,nein,divers
73,niedrig,moderat,27.4,obere Mittelschicht,keiner,nein,w
73,mittel,moderat,32.8,reich,keiner,nein,w
57,niedrig,keiner,25.4,untere Mittelschicht,moderat,nein,w
58,mittel,mittel,15.0,Mittelschicht,moderat,nein,w
77,mittel,moderat,25.6,untere Mittelschicht,keiner,nein,m
72,niedrig,hoch,24.6,obere Mittelschicht,viel,ja,divers
100,mittel,hoch,24.0,arm,viel,nein,m
80,mittel,moderat,22.4,Mittelschicht,viel,nein,m
77,niedrig,keiner,24.0,Mittelschicht,viel,nein,m
70,hoch,moderat,32.3,untere Mittelschicht,viel,nein,m
86,mittel,moderat,25.5,untere Mittelschicht,keiner,ja,m
51,mittel,moderat,23.6,obere Mittelschicht,moderat,ja,w
100,mittel,mittel,24.1,obere Mittelschicht,moderat,nein,w
86,hoch,mittel,30.8,Mittelschicht,moderat,nein,w
77,niedrig,mittel,21.6,Mittelschicht,moderat,nein,w
50,mittel,mittel,27.7,reich,keiner,nein,w
